Id,Title,Genres,Popularity,Release Date,Original Language,Vote Average,Vote Count,Overview
493551,Operation Finale,"['Drama', 'History', 'Thriller']",12.037,2018-08-29,en,6.717,858,"In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged."
314095,The Lost City of Z,"['Adventure', 'Drama', 'History']",15.388,2017-03-15,en,6.384,2588,"A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilization in the Amazon and disappeared whilst searching for it."
9592,Adrift(I),"['Drama', 'Horror', 'Thriller']",19.566,2006-07-10,en,5.503,620,A weekend cruise on a luxurious party yacht goes horribly wrong for a group of old high-school friends when they get stuck in the water many miles from shore and a happy reunion turns into a fight for survival.
716612,Spencer,['Drama'],16.594,2021-11-04,en,6.872,1429,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles."
601470,The Eyes of Tammy Faye,"['Drama', 'History']",8.57,2021-09-17,en,6.592,487,"From the 1960's to the 1980's, evangelist Jim Baker and his ambitious wife, Tammy Faye, rose from humble beginnings to to build an empire based on big-time evangelical Christianity--only for the couple to fall from grace because of some all-too-human sins."
8952,I Love You Phillip Morris,"['Comedy', 'Crime', 'Drama', 'Romance']",8.847,2009-01-18,en,6.426,1472,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences."
279641,Whiskey Tango Foxtrot,"['Comedy', 'Drama', 'War']",11.555,2016-03-04,en,6.266,849,"In 2002, cable news producer Kim Barker decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel, a fellow journalist who takes the shell-shocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent."
1988,A Mighty Heart,"['Drama', 'Thriller']",8.884,2007-06-22,en,6.387,284,"Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death."
15613,Fire in the Sky,"['Science Fiction', 'Drama', 'Mystery']",14.606,1993-03-12,en,6.6,496,"A group of men who were clearing brush for the government arrive back in town, claiming that their friend was abducted by aliens. Nobody believes them, and despite a lack of motive and no evidence of foul play, their friends' disappearance is treated as murder."
1887,Marie Antoinette,"['Drama', 'History']",17.963,2006-05-24,en,6.667,2419,"A retelling of France's iconic but ill-fated queen, Marie Antoinette, from her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles."
809140,Father Stu,['Drama'],26.172,2022-04-13,en,7.257,439,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest."
11091,Riding in Cars with Boys,"['Comedy', 'Drama', 'Romance']",13.005,2001-10-19,en,6.809,406,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father."
9909,Dangerous Minds,['Drama'],18.036,1995-08-11,en,6.966,1013,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost."
517088,Being the Ricardos,"['Drama', 'History']",11.948,2021-12-10,en,6.554,538,Lucille Ball and Desi Arnaz face a crisis that could end their careers and another that could end their marriage.
27586,The Runaways,"['Music', 'Drama', 'History']",10.894,2010-03-19,en,6.5,714,"Joan Jett and Cherie Currie, two rebellious teenagers from Southern California, become the frontwomen for The Runaways -- the now-legendary group that paved the way for future generations of female rockers. Under the Svengali-like influence of impresario Kim Fowley, the band becomes a huge success."
1249,Hollywoodland,"['Crime', 'Drama', 'Mystery', 'Thriller']",8.567,2006-08-31,en,6.112,343,"When Hollywood superstar George Reeves dies in his home, private detective Louis Simo is hired to investigate his death and gets caught in a web of lies involving a big studio executive's wife."
88794,J. Edgar,"['Drama', 'Crime', 'History']",11.931,2011-11-09,en,6.207,2224,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life."
418879,The Current War,"['Drama', 'History']",10.18,2018-02-01,en,6.67,940,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.
643215,Imperium(I),"['Comedy', 'Adventure', 'Family']",95.723,2023-02-01,fr,4.887,495,Gallic heroes and forever friends Asterix and Obelix journey to China to help Princess Sa See save the Empress and her land from a nefarious prince.
11323,The Informant!,"['Drama', 'Comedy', 'Crime']",8.961,2009-09-17,en,6.117,772,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his companyâ€™s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion."
44865,Yi dai zong shi,"['Action', 'Drama', 'History']",13.745,2013-01-10,cn,6.607,762,"Ip Man's peaceful life in Foshan changes after Gong Yutian seeks an heir for his family in Southern China. Ip Man then meets Gong Er who challenges him for the sake of regaining her family's honor. After the Second Sino-Japanese War, Ip Man moves to Hong Kong and struggles to provide for his family. In the mean time, Gong Er chooses the path of vengeance after her father was killed by Ma San."
48231,A Dangerous Method,"['Drama', 'Thriller']",14.188,2011-09-30,en,6.349,1867,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jungâ€™s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabinaâ€™s spell."
157370,Kill Your Darlings,"['Drama', 'Romance', 'Thriller']",13.622,2013-09-19,en,7.104,1252,"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs."
10047,Joan of Arc,"['Adventure', 'Drama', 'Action', 'History', 'War']",19.815,1999-10-27,en,6.36,1275,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.
199373,The Frozen Ground,"['Thriller', 'Crime']",14.156,2013-07-11,en,6.27,1313,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.
13092,How to Lose Friends & Alienate People,"['Comedy', 'Romance', 'Drama']",7.145,2008-10-02,en,6.0,666,"Sidney Young is a down-on-his-luck journalist. Thanks to a stint involving a pig and a glitzy awards ceremony, Sidney turns his fortunes around, attracting the attention of Clayton Harding, editor of New York-based glossy magazine 'Sharps', and landing the holy grail of journalism jobs. The Brit jets off to the Big Apple and moves from one blunder to the next."
1492,1492: Conquest of Paradise,"['Action', 'Adventure', 'Drama', 'History']",13.963,1992-10-09,en,6.199,722,1492: Conquest of Paradise depicts Christopher Columbusâ€™ discovery of The New World and his effect on the indigenous people.
71688,The Iron Lady,"['History', 'Drama']",11.458,2011-12-26,en,6.386,1569,"A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power."
10544,Ned Kelly,"['Action', 'Adventure', 'Drama', 'History']",11.431,2003-03-22,en,6.014,321,"After getting threatened by Kelly's friends and family, Constable Fitzpatrick places the blame on Ned Kelly and exaggerates what happened. With the biggest ever award available, Kelly and his gang set into the wild, to remain hidden from everyone who seeks them. Even if it means having his family arrested, the members of the Kelly Gang stay hidden and plan a way to get their names cleared."
914047,True Story(I),['Drama'],0.6,2022-01-24,en,0.0,0,"A Black therapist attempts to persuade his patient, who has a history of violence, into saying how he really feels."
457136,Mary Queen of Scots,"['Drama', 'History']",19.639,2018-12-07,en,6.588,1655,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled."
